State,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,drinkability
M P,7.41,1850,0,665,235,42,25,0,420,142,16,200,42.2,0.6,1110,22,1
M P,7.34,1210,0,512,42,58,57,0.3,260,72,19,128,45.2,0.1,726,28,0
M P,7.61,977,0,244,151,25,42,0,210,62,13,88,64.5,0.25,586.2,27,1
M P,7.74,2900,0,812,460,14,21,0,755,262,24,290,16.7,0.1,1740,23,1
M P,7.98,1202,0,387,124,55,4,0,190,42,21,182,0.8,1.35,721.2,27,1
M P,7.68,1225,0,492,69,27,42,0.1,430,136,22,73,8.2,1.1,735,26,1
M P,7.82,812,0,295,40,35,40,0,330,104,17,28,0.3,0.5,487.2,32,1
M P,7.61,1708,0,418,250,15,113,0,450,162,11,171,1.5,0.2,1024.8,21,1
M P,7.91,1588,0,369,262,28,12,0,275,64,28,223,5.9,1.45,952.8,38,1
M P,7.96,1088,0,135,186,112,27,0,75,16,9,201,1.2,1.45,652.8,42,1
M P,7.58,1068,0,492,59,5,17,0.3,410,118,28,45,0.4,0.15,640.8,35,0
M P,7.77,1720,0,670,119,35,48,0,500,150,30,159,1.4,0.5,1032,32,1
M P,7.65,2305,0,547,314,16,252,0,910,304,36,103,6.2,0.05,1383,41,1
M P,7.98,1305,0,529,101,23,30,0,390,112,27,112,6.3,1.7,783,26,1
M P,7.13,1153,0,332,111,33,76,0,475,130,36,41,0.1,0.6,691.8,34,1
M P,7.54,898,0,363,35,44,11,0,380,84,41,20,3.1,0.05,538.8,29,1
M P,7.62,1500,0,252,272,16,83,0.2,420,142,16,139,0.9,0.15,900,32,1
M P,7.92,1698,0,560,148,27,112,0,490,162,21,153,2.6,0.2,1018.8,42,1
M P,7.94,1088,0,184,178,54,43,0,165,42,15,166,1.2,1,652.8,35,1
M P,7.91,825,0,307,40,35,34,0,360,104,24,17,1.6,0.05,495,39,1
M P,7.81,912,0,430,47,8,23,0,340,96,24,48,0.2,0.65,547.2,23,1
M P,7.61,2085,0,504,290,51,136,0,750,212,54,112,0.6,0.1,1251,26,1
M P,7.63,999,0,289,82,24,93,0.1,385,102,32,43,1.5,0.4,599.4,38,1
M P,7.6,1145,0,424,84,12,82,0.2,450,110,43,48,2.6,0.05,687,31,1
M P,7.12,1332,0,394,163,25,52,0,250,72,17,182,5.6,0.5,799.2,45,1
M P,7.52,1012,0,314,99,37,20,0,300,92,17,84,2.7,1.45,607.2,26,1
M P,7.23,1058,0,314,148,24,30,0,205,64,11,145,1.9,1.2,634.8,29,1
M P,7.75,1189,0,375,101,14,119,0,500,142,35,32,2.5,0.2,713.4,27,1
M P,8.35,230,12,25,7,40,32,0,81,26,4,15,0.3,0.65,138,25,1
M P,7.42,700,0,271,40,20,35,0,308,93,18,20,0.7,0.48,420,35,1
M P,8.23,410,12,98,17,55,25,0,106,22,12,45,0.4,0.85,246,28,1
M P,7.39,935,0,295,97,32,15,0.02,303,87,21,75,0.8,0.54,561,40,1
M P,7.5,700,0,301,30,12,25,0,303,69,32,20,1,0.4,420,33,1
M P,7.6,390,0,178,10,12,10,0,66,16,6,58,0.4,1.9,234,20,1
M P,8,480,0,203,22,10,20,0.015,197,46,20,20,1.2,0.4,288,32,1
M P,8.35,295,6,25,20,75,11,0.003,76,20,6,32,0.6,1.63,177,25,1
M P,7.8,925,0,277,87,26,60,0,414,127,23,21,2,0.45,555,35,1
M P,8.12,415,0,98,25,65,8,0.01,40,12,2,75,1,1.09,249,29,1
M P,7.99,380,0,98,22,60,4,0,45,10,5,66,0.8,1.23,228,42,1
M P,7.61,475,0,166,22,25,31,0.025,207,67,10,12,1.6,0.62,285,29,1
M P,7.46,555,0,240,30,6,8,0,182,61,7,42,1,0.85,333,29,1
M P,7.98,625,0,154,45,65,30,0.01,35,12,1,125,1.5,1.54,375,35,1
M P,7.81,650,0,209,13,95,16,0.08,215,50,22,47,1,0.07,390,22,1
M P,7.68,1333,0,596,71,13,34,0.12,405,46,71,112,4.9,0.21,799.8,43,1
M P,7.53,800,0,369,25,18,26,0.09,290,70,28,39,13.9,0.21,480,26,1
M P,7.49,1011,0,357,76,49,10,0.23,360,72,44,54,13.8,0.26,606.6,40,0
M P,7.78,859,0,412,28,25,23,0.08,350,84,34,25,14.2,0.16,515.4,28,1
M P,7.42,1126,0,320,167,17,14,0.17,410,118,28,59,9.3,0.17,675.6,51,1
M P,7.56,812,0,357,38,27,29,0.42,310,66,35,33,13.4,0.37,487.2,36,0
M P,8.01,647,0,264,40,33,7,0.09,200,26,33,47,11,0.17,388.2,37,1
M P,7.89,1358,0,658,58,17,7,0.36,240,30,40,192,7.5,0.26,814.8,41,0
M P,7.75,524,0,240,13,20,10,0.08,185,50,15,28,8.3,0.04,314.4,24,1
M P,7.78,679,0,252,43,32,15,0.11,255,54,29,29,12.3,0.2,407.4,29,1
M P,7.77,670,0,301,28,18,13,0.18,200,40,24,51,12.9,0.21,402,33,0
M P,7.52,822,0,387,20,21,25,0.29,330,78,33,28,10.3,0.15,493.2,27,0
M P,7.66,725,0,357,13,12,17,0.09,225,48,26,55,9.3,0.28,435,26,1
M P,7.62,1379,0,369,242,17,20,0.08,510,94,67,76,3.2,0.23,827.4,42,1
M P,7.72,849,0,430,13,9,22,0.27,305,48,45,49,5.9,0.22,509.4,38,0
M P,7.74,1084,0,369,129,20,2,0.33,295,54,39,108,3.6,0.25,650.4,46,0
M P,7.83,415,0,172,20,8,21,0.06,175,48,13,11,1.6,0.13,249,18,1
M P,7.7,839,0,375,45,10,32,0.09,290,48,41,56,1.2,0.31,503.4,33,1
M P,7.4,823,0,369,30,13,45,0.12,325,76,33,36,1.4,0.14,493.8,20,1
M P,7.1,740,0,278,42,30,42,0,297,89,18,30,1.2,0.45,444,25,1
M P,7.26,645,0,230,60,12,36,0,257,87,10,18,15.6,0.55,387,30,1
M P,7.23,868,0,369,50,23,25,0,287,93,13,62,1,0.59,520.8,28,1
M P,7.34,234,0,91,12,9,15,0,79,20,7,16,1.2,0.22,140.4,22,1
M P,7.29,1235,0,224,212,40,102,0,421,152,9,85,3.5,0.5,741,29,1
M P,7.39,935,0,411,52,22,26,0,282,71,25,80,1.6,0.85,561,24,1
M P,7.38,675,0,303,35,19,12,0,208,59,14,56,2.3,0.37,405,33,1
M P,7.72,278,0,91,17,21,12,0,94,30,5,18,1.2,0.33,166.8,41,1
M P,7.62,990,0,430,65,17,30,0,312,53,43,80,1,0.95,594,40,1
M P,7.2,945,0,321,102,17,49,0,262,79,16,94,0.9,0.69,567,29,1
M P,7.9,710,0,327,42,12,8,0,228,59,19,55,1.1,0.72,426,25,1
M P,7.22,1270,0,514,77,45,26,0,327,71,37,132,0.8,1.4,762,35,1
M P,7.28,920,0,418,47,29,21,0,262,53,31,88,2.6,0.98,552,42,1
M P,7.8,2105,0,315,462,90,42,0,723,216,43,145,3.4,1.05,1263,29,1
M P,7.48,620,0,303,22,17,10,0,223,69,12,37,2,0.82,372,35,1
M P,7.64,665,0,309,32,18,10,0,208,57,15,52,5,0.52,399,33,1
M P,7.81,1240,0,563,72,30,23,0,213,42,26,185,0.9,1.4,744,36,1
M P,7.73,1142,0,498,68,25,38,0,205,64,11,165,5,0.45,685.2,23,1
M P,7.92,672,0,307,28,13,17,0.2,180,58,9,46,19.9,0.65,403.2,31,0
M P,8.01,1205,0,596,66,15,40,0,130,38,9,198,21,1.95,723,19,1
M P,7.82,1122,0,375,96,18,121,0,195,46,19,153,13.8,2.55,673.2,22,1
M P,7.92,1012,0,369,91,15,64,0,325,90,24,65,19.8,0.65,607.2,42,1
M P,7.88,1235,0,467,98,23,19,0.3,100,22,11,212,20.9,0.85,741,32,0
M P,7.75,992,0,369,76,27,43,0,280,84,17,77,21.3,0.2,595.2,36,1
M P,7.68,1186,0,437,86,22,85,0.1,345,98,24,92,19,0.4,711.6,27,0
M P,7.95,989,0,443,43,5,35,0,180,42,18,132,8.3,0.3,593.4,35,1
M P,7.92,1123,0,498,68,12,28,0,270,64,27,123,2.6,0.55,673.8,34,1
M P,7.22,869,0,365,25,55,20,0,325,42,53,46,0.9,0.63,521.4,35,1
M P,7.19,985,0,352,25,90,41,0,395,52,64,42,1,0.18,591,28,1
M P,7.29,905,0,371,52,30,20,0,350,46,57,41,0.8,0.3,543,32,1
M P,7.4,1100,0,498,32,20,38,0,420,42,77,58,0.4,0.35,660,30,1
M P,7.54,865,0,365,32,32,25,0,325,46,51,48,2.5,0.62,519,35,1
M P,7.42,805,0,316,20,85,18,0,310,38,52,40,1.2,0.45,483,33,1
M P,7.26,954,0,431,50,18,23,0,385,62,56,37,5,0.38,572.4,52,1
M P,7.21,824,0,377,15,40,16,0,345,42,58,25,0.3,0.54,494.4,50,1
M P,7.12,1010,0,346,62,30,85,0,460,52,80,15,3.2,0.3,606,38,1
M P,7.11,450,0,97,32,45,32,0,155,32,18,20,5.2,0.12,270,35,1
M P,7.2,805,0,316,20,18,65,0,315,54,44,36,6.5,0.42,483,33,1
M P,7.37,1485,0,571,90,12,95,0,545,60,96,83,0.7,0.45,891,34,1
M P,7.34,1680,0,565,142,65,42,0,775,72,145,21,1.5,0.26,1008,30,1
M P,7.24,1450,0,468,165,50,32,0,525,42,102,86,1,0.35,870,42,1
M P,7.05,1100,0,377,65,65,32,0,380,44,66,65,0.8,0.3,660,21,1
M P,7.21,1125,0,516,47,34,35,0,425,62,66,72,3.2,0.4,675,25,1
M P,7.16,1285,0,456,105,8,58,0,530,72,85,40,1.2,0.42,771,38,1
M P,7.34,1510,0,316,250,20,95,0,535,104,67,98,2.5,0.15,906,40,1
M P,7.48,1084,0,443,89,14,33,0.08,370,106,26,72,2.6,0.3,650.4,54,1
M P,7.59,772,0,332,37,22,23,0.07,250,54,28,58,1.8,0.38,463.2,39,1
M P,7.61,2462,0,504,448,89,51,0.09,650,128,80,257,7.9,0.63,1477.2,56,0
M P,7.58,2423,0,412,483,76,51,0.08,560,124,61,287,11.2,0.7,1453.8,49,0
M P,7.53,1969,0,480,344,11,76,0.06,790,174,86,79,8.9,0.21,1181.4,54,0
M P,7.65,853,0,363,54,22,23,0.08,220,56,19,88,4.3,0.35,511.8,41,1
M P,7.73,1232,0,443,114,17,53,0.07,375,86,39,104,5.6,0.33,739.2,39,1
M P,7.8,1314,0,307,168,79,69,0.13,270,68,24,171,5.7,0.48,788.4,47,1
M P,7.83,986,0,412,59,25,36,0.09,270,40,41,96,3.6,0.36,591.6,57,1
M P,7.43,628,0,277,25,10,25,0.08,230,46,28,34,1.7,0.27,376.8,35,1
M P,7.49,1145,0,400,121,21,32,0.07,440,122,33,53,4,0.2,687,51,1
M P,7.46,2524,0,572,426,28,147,0.16,1015,248,96,104,5.2,0.26,1514.4,55,0
M P,7.65,1771,0,584,158,79,51,0.08,565,112,69,138,7,0.22,1062.6,50,1
M P,7.75,544,0,234,22,14,25,0.07,195,32,28,31,1,0.34,326.4,46,1
M P,7.57,709,0,307,27,18,25,0.08,240,52,27,49,1.8,0.22,425.4,36,1
M P,7.78,1260,0,547,84,15,30,0.12,420,60,66,91,2.6,0.34,756,44,1
M P,7.46,3880,0,332,945,108,120,0.09,1480,254,206,197,14.5,0.39,2328,56,0
M P,7.72,1105,0,455,79,17,35,0.09,350,64,46,86,1.9,0.29,663,39,1
M P,7.92,3137,0,633,453,222,129,0.64,410,36,78,515,18.9,0.99,1882.2,65,0
M P,7.01,787,0,279,75,5,57,0.08,295,76,26,38,8,0.77,472.2,47,1
M P,7.51,408,0,140,10,47,8,0.12,130,30,13,24,12.1,0.19,244.8,33,1
M P,7.38,789,0,407,12,9,19,0.09,285,56,35,41,10.7,0.36,473.4,29,1
M P,7.39,345,0,122,7,47,5,0.07,100,28,7,24,11.1,0.28,207,18,1
M P,7.53,812,0,437,17,12,2,0.08,290,50,40,45,8.7,0.24,487.2,27,1
M P,7.2,1215,0,340,140,10,95,0.08,500,118,50,38,12.1,0.35,729,51,1
M P,7.74,370,0,109,15,51,8,0.07,105,26,10,24,17,0.14,222,31,1
M P,7.55,338,0,115,10,37,11,0.13,95,24,9,24,12.5,0.22,202.8,44,1
M P,7.18,903,0,413,57,9,5,0.11,310,74,30,56,10.8,0.79,541.8,23,1
M P,7.6,831,0,292,90,14,18,0.18,235,74,12,73,12.1,1.29,498.6,54,0
M P,7.7,815,0,375,37,13,30,0.09,323,77,32,29,11.9,0.22,489,41,1
M P,7.23,845,0,357,57,17,19,0.08,298,57,38,47,12.7,0.74,507,45,1
M P,7.31,411,0,154,12,45,5,0.08,136,28,16,23,10.9,0.17,246.6,30,1
M P,7.03,1220,0,289,177,66,20,0.07,439,99,47,67,12.4,0.88,732,57,1
M P,7.49,831,0,314,62,37,8,0.09,232,55,23,74,12.3,1.91,498.6,35,1
M P,7.17,536,0,197,50,7,25,0.12,182,48,15,30,11.7,0.16,321.6,41,1
M P,7.61,624,0,264,27,10,28,0.05,217,61,16,34,11.8,0.4,374.4,55,1
M P,7.41,1116,0,314,122,18,94,0.15,485,135,36,23,12.3,0.25,669.6,61,0
M P,7.71,336,0,117,12,33,10,0.07,96,28,6,23,12.2,0.19,201.6,28,1
M P,7.62,1058,0,357,105,8,84,0.09,374,89,37,65,8,0.22,634.8,55,1
M P,7.18,557,0,191,32,38,37,0.11,217,55,20,21,7.9,0.21,334.2,31,1
M P,7.44,325,0,117,10,24,25,0.04,96,26,7,23,8.9,0.22,195,24,1
M P,7.72,727,0,332,35,18,12,0.08,268,59,29,34,12.7,0.29,436.2,56,1
M P,7.12,721,0,271,62,11,28,0.09,242,79,11,45,10.8,0.12,432.6,33,1
M P,7.44,336,0,117,15,30,9,0.22,101,26,9,23,8,0.13,201.6,22,1
M P,7.75,848,0,338,60,17,42,0.06,273,75,21,61,9.8,0.74,508.8,55,1
M P,7.46,378,0,148,12,35,5,0.05,121,30,11,22,10.5,0.17,226.8,37,1
M P,7.57,896,0,357,72,12,28,0.09,258,87,10,78,10.7,0.54,537.6,45,1
M P,7.3,409,0,160,15,37,9,0.1,141,32,15,22,7,0.27,245.4,29,1
M P,7.73,954,0,264,105,87,4,0.07,247,57,26,99,6.5,1.23,572.4,32,1
M P,7.83,799,0,375,30,18,15,0.23,303,57,39,35,12.1,0.43,479.4,22,0
M P,7.64,785,0,246,62,34,55,0.15,328,87,27,21,14.3,0.42,471,45,0
M P,7.67,735,0,369,27,9,22,0.19,308,99,15,21,13,0.4,441,33,0
M P,7.87,789,0,197,101,24,28,0,325,96,21,24,1.2,0.15,473.4,23,1
M P,7.72,1785,0,627,186,18,54,0.1,500,144,34,165,2.5,0.35,1071,35,1
M P,7.49,1077,0,344,94,25,61,0,380,98,33,65,1.1,0.05,646.2,26,1
M P,7.32,2054,0,707,247,22,59,0,680,198,45,142,12.5,1.45,1232.4,37,1
M P,7.67,750,0,117,158,14,24,0.1,150,24,22,95,2.3,1.4,450,42,1
M P,7.52,1412,0,387,171,28,118,0,415,106,36,124,1.6,0.8,847.2,34,1
M P,7.32,1545,0,516,158,20,66,0,385,98,34,171,1.9,0.95,927,29,1
M P,7.98,1345,0,492,101,15,56,0.1,400,142,11,112,2.6,0.05,807,27,1
M P,7.3,1389,0,369,158,42,95,0,450,136,27,98,1.2,0.4,833.4,38,1
M P,7.15,912,0,443,15,12,42,0,350,102,23,45,1.2,1.2,547.2,29,1
M P,7.76,823,0,447,12,11,5,0.12,255,40,38,63,11,0.63,493.8,44,1
M P,7.29,265,0,73,25,5,22,0.08,80,24,5,14,12.3,0.07,159,8,1
M P,7.46,1274,0,398,155,11,67,0.23,460,128,34,69,12.2,0.65,764.4,49,0
M P,7.31,181,0,49,15,6,20,0.05,55,14,5,7,12.6,0.05,108.6,4,1
M P,7.18,942,0,257,137,17,14,0.08,380,84,41,34,12,0.44,565.2,33,1
M P,7.48,576,0,245,47,10,9,0.1,210,54,18,28,11.7,0.46,345.6,36,1
M P,7.56,1017,0,343,92,13,83,0.19,355,98,27,40,47,0.36,610.2,41,0
M P,7.35,613,0,214,35,33,44,0.11,235,72,13,22,12.3,0.22,367.8,38,1
M P,7.5,639,0,190,62,27,39,0.18,190,52,15,39,30,0.19,383.4,26,0
M P,7.17,177,0,55,12,7,17,0.04,50,12,5,9,11.8,0.08,106.2,5,1
M P,7.48,904,0,337,67,8,66,0.09,235,46,29,68,49.3,0.32,542.4,53,0
M P,7.77,2253,0,392,457,39,48,0.43,525,92,72,265,10,1.39,1351.8,67,0
M P,7.29,1055,0,416,72,14,55,0.11,380,80,44,56,12.3,0.61,633,47,1
M P,7.69,586,0,263,12,17,20,0.18,220,48,24,23,12,0.24,351.6,31,1
M P,7.16,782,0,349,52,9,15,0.23,250,60,24,55,11.5,0.88,469.2,28,0
M P,7.77,576,0,294,15,7,13,0.21,180,42,18,39,12,0.63,345.6,42,0
M P,7.94,855,0,307,20,65,50,0.8,315,84,26,17,51.6,0.24,513,33,0
M P,7.88,700,0,264,28,45,36,0.12,65,18,5,112,27.1,1.14,420,27,0
M P,7.62,665,0,246,35,36,41,0.08,280,68,27,20,1.4,0.17,399,44,1
M P,7.81,1059,0,375,76,33,47,0.8,430,110,38,41,1.3,0.33,635.4,36,0
M P,7.97,1207,0,252,172,44,94,0.6,310,108,10,118,22.1,0.32,724.2,41,0
M P,7.37,1360,0,363,152,69,55,0.56,525,110,61,44,38.3,0.2,816,49,0
M P,7.83,1055,0,301,109,30,79,0.43,365,92,33,65,10.6,0.21,633,38,0
M P,7.7,442,0,191,18,22,4,0.08,165,48,11,13,16.2,0.33,265.2,22,1
M P,7.83,1258,0,387,76,78,95,0.09,500,146,33,31,40.1,0.34,754.8,46,0
M P,7.33,1528,0,455,235,11,40,0.91,565,134,56,85,1.3,0.15,916.8,54,0
M P,7.54,1326,0,467,126,36,19,0.82,500,122,47,65,8.1,0.19,795.6,49,0
M P,7.9,832,0,320,33,55,35,0.77,320,64,39,21,34.1,0.4,499.2,39,0
M P,7.88,782,0,357,18,29,30,0.54,300,60,36,31,12.8,0.63,469.2,37,0
M P,7.27,1552,0,338,202,34,151,1.1,680,160,68,39,2.3,0.12,931.2,57,0
M P,7.67,1304,0,461,119,49,41,0.78,495,70,78,68,1.4,0.42,782.4,40,0
M P,7.78,616,0,178,76,22,28,0.08,165,58,5,43,38.1,0.39,369.6,18,0
M P,7.66,1258,0,98,343,27,9,0.46,385,146,5,97,14.3,0.53,754.8,38,0
M P,7.76,432,0,117,56,23,6,0.07,55,16,4,41,51.4,0.21,259.2,14,0
M P,7.78,572,0,271,15,26,7,0.09,220,56,19,17,16.1,0.51,343.2,20,1
M P,7.46,861,0,338,40,28,44,0.13,350,78,38,31,2.4,0.33,516.6,33,1
M P,7.85,1433,0,444,136,31,81,0.08,595,170,41,41,16.2,0.13,859.8,44,0
M P,7.58,906,0,298,45,88,23,0.14,310,72,32,36,44.6,0.22,543.6,34,0
M P,7.83,1081,0,377,84,33,60,0.12,380,106,28,68,3.6,0.26,648.6,40,1
M P,7.84,1758,0,444,215,42,128,0.25,700,194,52,50,47.8,0.2,1054.8,39,0
M P,7.79,329,0,55,49,30,4,0.08,35,12,1,31,41.1,0.51,197.4,22,0
M P,7.71,801,0,237,59,59,42,0.07,320,60,41,35,1.1,0.17,480.6,31,1
M P,7.47,1799,0,462,238,64,109,0.09,520,92,71,142,49.6,0.59,1079.4,40,0
M P,7.33,1396,0,310,141,48,171,0,600,150,55,39,1.4,0.3,837.6,35,1
M P,7.41,1220,0,400,87,105,40,0,380,84,41,100,4.2,0.54,732,32,1
M P,7.44,1885,0,406,379,23,57,0,545,184,21,185,2.3,0.56,1131,34,1
M P,7.78,490,0,191,32,12,25,0,165,60,4,36,0.6,0.7,294,22,1
M P,7.36,1072,0,400,84,30,50,0,406,120,26,55,1.2,0.52,643.2,21,1
M P,7.03,2325,0,455,223,325,100,0,525,80,79,285,6.8,0.56,1395,45,1
M P,7.33,1285,0,430,94,75,85,0,396,142,10,110,2.3,0.44,771,32,1
M P,7.35,830,0,375,35,10,55,0,198,60,12,98,2,0.52,498,39,1
M P,7.13,1410,0,449,136,60,100,0.06,498,148,31,93,3.2,0.24,846,49,1
M P,7.75,1880,0,566,228,78,80,0.12,465,150,22,212,5.4,0.35,1128,33,1
M P,7.2,780,0,252,72,23,65,0,285,96,11,45,2.1,0.33,468,21,1
M P,7.44,625,0,105,111,43,20,0,150,54,4,72,1.2,0.37,375,33,1
M P,7.31,855,0,98,121,140,29,0,56,18,3,170,1,0.51,513,29,1
M P,7.2,1900,0,560,265,40,80,0.24,540,180,22,187,2.6,0.37,1140,20,0
M P,7.26,455,0,123,37,23,55,0,84,30,2,64,1.2,0.36,273,19,1
M P,7.33,1115,0,424,92,12,70,0,295,62,34,115,2.7,0.37,669,44,1
M P,7.3,1005,0,350,106,16,30,0,320,98,18,75,1.9,0.45,603,43,1
M P,7.53,1985,0,326,327,125,102,0.1,420,106,38,260,4.6,0.52,1191,39,0
M P,7.22,1090,0,486,84,5,25,0,240,88,5,139,2.2,0.31,654,25,1
M P,7.64,510,0,234,17,15,7,0,180,64,5,35,0.9,0.53,306,22,1
M P,7.35,1072,0,314,59,102,100,0,295,90,17,110,1.2,0.28,643.2,32,1
M P,7.5,965,0,394,94,8,15,0,310,84,24,77,1.5,0.29,579,45,1
M P,6.71,664,0,140,82,45,37,0.05,210,44,24,49,7,0.68,398.4,35,1
M P,7.38,529,0,170,42,28,33,0.07,205,30,32,20,7.8,0.26,317.4,22,1
M P,7.77,642,0,310,20,12,15,1.1,225,52,23,35,11,0.35,385.2,33,0
M P,7.56,969,0,334,106,15,36,0.09,320,84,27,68,7.9,0.1,581.4,26,1
M P,7.58,589,0,286,15,6,20,0.4,215,52,21,28,11.8,0.13,353.4,32,0
M P,7.61,894,0,367,52,12,57,0.06,340,78,35,42,12,0.26,536.4,45,1
M P,7.62,654,0,233,40,18,67,0.08,260,72,19,21,12.7,0.18,392.4,33,1
M P,8.11,429,0,208,10,13,5,0.6,55,18,2,64,12,0.91,257.4,29,0
M P,7.59,712,0,312,30,21,24,0.08,280,68,27,25,12.8,0.22,427.2,32,1
M P,7.62,805,0,325,50,10,45,1,310,52,44,33,12.1,0.23,483,41,0
M P,7.69,417,0,147,35,24,8,0.04,85,28,4,48,10.8,0.35,250.2,29,1
M P,7.25,616,0,214,57,17,10,0.06,235,42,32,24,11.7,0.24,369.6,33,1
M P,7.36,511,0,141,20,45,58,0.05,185,46,17,22,13,0.14,306.6,37,1
M P,7.59,562,0,257,22,17,12,0.06,220,62,16,21,9.8,0.24,337.2,28,1
M P,7.24,1489,0,416,240,22,8,0.8,505,80,74,100,10.7,0.34,893.4,57,0
M P,7.71,741,0,257,52,49,12,0.09,285,64,30,30,11,0.39,444.6,32,1
M P,7.85,1355,0,349,197,61,5,0.11,405,42,73,114,12.7,0.4,813,44,1
M P,7.77,556,0,86,60,75,23,0.09,90,20,10,76,11.9,1.95,333.6,32,1
M P,7.57,940,0,208,125,11,119,0.12,375,100,30,35,12,0.26,564,39,1
M P,6.84,493,0,104,75,28,10,0.07,170,46,13,34,1.3,0.2,295.8,29,1
M P,6.64,496,0,43,85,31,56,0.06,175,48,13,24,12.1,0.14,297.6,35,1
M P,7.63,558,0,257,17,24,4,0.08,205,50,19,23,14.1,0.45,334.8,33,1
M P,7.49,469,0,196,12,36,8,0.09,100,32,5,52,12.1,0.29,281.4,29,1
M P,7.83,777,0,392,30,11,5,0.2,280,48,39,45,8,0.31,466.2,40,1
M P,7.47,836,0,220,77,18,97,0.31,360,98,28,21,7.9,0.15,501.6,39,0
M P,7.61,581,0,294,15,9,5,0.05,215,58,17,28,5,0.17,348.6,45,1
M P,8.05,579,0,214,45,27,10,0.09,65,18,5,98,5.6,1.12,347.4,33,1
M P,7.31,692,0,318,32,13,15,0.09,245,58,24,37,12.1,0.37,415.2,39,1
M P,7.31,1401,0,214,315,12,74,0.17,505,168,21,79,10.7,0.31,840.6,53,0
M P,7.44,894,0,318,62,17,79,0.08,320,74,33,49,11,0.61,536.4,44,1
M P,8.16,357,0,135,15,35,6,0.04,40,12,2,55,12.5,0.99,214.2,18,1
M P,7.55,1246,0,424,132,42,27,0.75,395,84,45,97,5.9,0.35,747.6,69,0
M P,7.54,424,0,145,37,15,18,0.18,110,26,11,40,7.8,0.59,254.4,36,1
M P,7.49,1172,0,375,137,24,44,0.14,405,124,23,75,5.9,0.34,703.2,42,1
M P,7.52,1916,0,593,197,65,115,0.18,545,106,68,177,11.1,0.45,1149.6,36,0
M P,7.77,1394,0,563,107,42,24,0.19,425,58,68,116,10.4,0.82,836.4,33,0
M P,7.79,1251,0,478,97,38,45,0.2,390,64,56,99,9.9,0.64,750.6,29,0
M P,7.53,1308,0,448,130,53,32,0.11,345,42,58,131,11.3,0.78,784.8,41,1
M P,7.44,1089,0,321,110,48,69,0.91,310,68,34,96,8.9,0.69,653.4,29,0
M P,7.72,790,0,297,62,22,32,0.23,275,54,34,45,11.7,0.55,474,33,0
M P,7.54,1456,0,478,147,51,63,0.12,415,70,58,133,9.8,0.76,873.6,28,1
M P,7.86,890,0,272,92,30,51,0.73,280,58,33,70,2.7,0.49,534,42,0
M P,7.02,1605,0,460,217,52,40,0.13,495,136,38,130,11.3,0.36,963,45,0
M P,7.79,682,0,175,100,27,18,0.09,185,42,19,67,5.3,0.54,409.2,32,1
M P,8.09,852,0,260,97,28,38,0.11,215,56,18,92,3.4,0.69,511.2,51,1
M P,7.16,986,0,272,80,42,113,0.1,345,78,36,58,9.2,0.31,591.6,37,1
M P,7.86,1256,0,405,135,59,22,0.09,375,60,55,105,9.8,0.75,753.6,29,1
M P,7.05,2215,0,248,497,51,125,0.08,865,296,30,94,11.3,0.54,1329,46,0
M P,7.78,915,0,309,80,60,13,0.36,320,44,51,53,10.5,0.66,549,39,0
M P,7.55,840,0,224,90,26,82,0.11,315,68,35,38,11.2,0.56,504,43,1
M P,7.29,930,0,345,82,29,19,0.64,275,48,38,77,9.1,0.78,558,31,0
M P,7.3,1489,0,375,180,55,115,0.11,535,132,50,83,10.1,0.65,893.4,36,0
M P,7.7,989,0,200,172,36,41,0.09,265,62,27,100,3.7,0.39,593.4,37,1
M P,7.4,1142,0,157,202,68,78,0.08,305,88,21,112,10.9,1.34,685.2,39,1
M P,7.95,1005,0,401,49,78,10,0,290,60,34,94,3.1,0.35,603,24,1
M P,7.95,700,0,292,37,22,21,0,260,50,33,37,2.5,0.54,420,32,1
M P,7.73,934,0,437,47,19,7,0,275,44,40,83,4.2,0.59,560.4,28,1
M P,8.06,1166,0,492,79,10,50,0,435,82,56,62,4.8,0.39,699.6,26,1
M P,7.64,929,0,401,52,32,13,0,310,56,41,64,5.1,0.57,557.4,20,1
M P,7.94,1436,0,571,136,28,12,0,390,42,69,145,4.2,0.24,861.6,24,1
M P,7.47,1638,0,687,106,48,32,0,495,92,64,139,5.2,0.35,982.8,33,1
M P,7.32,1954,0,626,183,74,132,0,540,106,67,195,2.4,0.7,1172.4,25,1
M P,7.72,959,0,456,30,22,22,0,325,70,36,64,3.9,0.35,575.4,29,1
M P,7.79,2490,0,662,309,92,168,0,760,180,75,196,32.7,0.24,1494,22,0
M P,7.45,1179,0,395,77,48,94,0,360,84,36,98,6.1,0.66,707.4,25,1
M P,7.52,1110,0,444,69,26,43,0,365,62,51,82,2.6,0.41,666,21,1
M P,7.66,553,0,243,30,14,8,0,165,36,18,46,2.1,0.86,331.8,18,1
M P,7.68,696,0,310,37,16,6,0,215,60,16,55,2.2,0.39,417.6,19,1
M P,7.5,735,0,383,17,9,3,0,265,50,34,45,0.5,0.52,441,32,1
M P,7.25,880,0,365,45,22,30,0.025,350,96,27,40,1,0.2,528,40,1
M P,7.45,1050,0,565,22,15,1,0,325,56,45,90,0.5,1,630,29,1
